PUBCHEM_SMILES,PUBCHEM_ACTIVITY_OUTCOME,Antagonist Activity,Viability Activity,Antagonist Efficacy (%),Molecule
CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b140>
CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b1b0>
CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b220>
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b290>
CCOC(=O)OC(C)OC(=O)[C@H]1C(S[C@H]2N1C(=O)[C@H]2NC(=O)[C@@H](C3=CC=CC=C3)N)(C)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b300>
CN(C)CCN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b370>
CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b3e0>
C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b450>
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)O.Br,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b4c0>
CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b530>
CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b5a0>
CCN(CC)C(=O)N[C@H]1CN([C@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b610>
C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b680>
C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b6f0>
CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b760>
CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)C(F)(F)F)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b7d0>
C1=C(C(=CNC1=O)Cl)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b840>
C1=CNC(=O)NC1=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b8b0>
C1=CC(=CC(=C1)Cl)C(C2=CC3=C(C=C2)N=CN3)N4C=CN=C4.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b920>
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6b990>
CCCC1CCCCN1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ba00>
CCCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OC3CCN(CC3)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ba70>
CCCCCCCCCCOC1=C(C=C2C(=C1)C(=O)C(=CN2)C(=O)OCC)OCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bae0>
CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bb50>
C1=CC(=CC=C1[N+](=O)[O-])[As](=O)(O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bbc0>
CCOC(=O)C1=CC=CC=C1O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bc30>
CN1C2=C(C=C(C=C2)N(CCCl)CCCl)N=C1CCCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bca0>
CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SS/C(=C(/C)\N(CC2=CN=C(N=C2N)C)C=O)/CCO)/C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bd10>
CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bd80>
CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bdf0>
C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].O.O.O.O.[Mg+2],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6be60>
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bed0>
C1=CC(=C(C=C1Cl)Cl)CO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6bf40>
C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c040>
CCOCCN1C(=NC2=CC=CC=C12)N3CCN(CCC3)C.C(=C/C(=O)O)\C(=O)O.C(=C/C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c0b0>
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c120>
CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)[O-])N)OC)SC2)C(=O)O.[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c190>
CO/N=C(\C1=NSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-].Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c200>
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c270>
C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c2e0>
C1=CC=C(C(=C1)C(=O)[O-])NC2=C(C=CC(=C2)Cl)C(=O)[O-].[Na+].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c350>
C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c3c0>
C[C@@H]1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F.CS(=O)(=O)O.O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c430>
CC1=CC2=C(C(=C1)O)C(=C3C(=C2)C=CC=C3O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c4a0>
CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c510>
C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CS2.[I-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c580>
CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c5f0>
CCOC(=O)C1=CC=C(C=C1)NC(=O)CN2CCCCC2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c660>
CN(C)C(=O)CNC(=O)CC1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c6d0>
CCCCC1C(=O)NC(=O)N(C1=O)C2CCCCC2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c740>
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC=C3I)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c7b0>
CCN(CC)CCNC(=O)C1=C(C=C(C=C1)Cl)OCC=C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c820>
CCOC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c890>
C(C(COP(=O)([O-])[O-])O)O.[K+].[K+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c900>
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)[O-])C.[Na+].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c970>
CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6c9e0>
CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ca50>
C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cac0>
CC1=C(C(C(=C(N1)C)C(=O)OCC(=O)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cb30>
CC1=C(C(=CC=C1)CC2=CN=CN2)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cba0>
CCN(CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CC3=CC=CC=C3)CCO.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cc10>
CCN(CC(C)O)C1=NN=C(C=C1)NNC(=O)OCC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cc80>
CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ccf0>
CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cd60>
COC1=CC=CC=C1OCC2CNC(=O)O2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cdd0>
CCCC1=C2C(=CC3=C1OC(=CC3=O)C(=O)O)C(=O)C=C(N2CC)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ce40>
C1CC(C(C(C1)(COC(=O)C2=CN=CC=C2)COC(=O)C3=CN=CC=C3)O)(COC(=O)C4=CN=CC=C4)COC(=O)C5=CN=CC=C5,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6ceb0>
CN1C(NC2=CC(=C(C=C2S1(=O)=O)S(=O)(=O)N)Cl)CSCC(F)(F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cf20>
CCO[C@H](CC1=CC=C(C=C1)OCCC2=CC=C(C=C2)OS(=O)(=O)C)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6cf90>
CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d000>
CC(=CCC/C(=C/CC/C(=C/CCC(=O)OC/C=C(\C)/CCC=C(C)C)/C)/C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d070>
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d0e0>
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCF.[Br-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d150>
C[C@@H]1CN(CCN1[C@H](COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d1c0>
C[C@H]1CNCCC2=C1C=C(C=C2)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d230>
COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d2a0>
CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d310>
CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d380>
CCC1(CC2=CC=CC=C2C1)C3=CN=CN3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d3f0>
CC1(OC[C@H](O1)COC(=O)CCC2=CC=C(C=C2)OC[C@H](CNCCNC(=O)N3CCOCC3)O)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d460>
CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d4d0>
C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d540>
CCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d5b0>
C(CO[N+](=O)[O-])N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d620>
CCC(C1=CC=CC=C1)C(=O)NC(=O)NC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d690>
CC1=CC=C(C=C1)C(=O)CC(CSC(=O)C)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d700>
CC(=O)OCC(=O)NC1=CC(=CC(=C1Cl)NC(=O)COC(=O)C)C#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d770>
C1CCN(C1)NC(=O)NS(=O)(=O)C2=CC=C(C=C2)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d7e0>
C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d850>
CC(C)(C)C1=NN=C(S1)NS(=O)(=O)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d8c0>
C1CCN(CC1)C(=O)[C@H]2CCC(=O)N2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d930>
C1=CC=C(C=C1)C(=O)SCC(=O)NCC(=O)NCC(=O)NCC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6d9a0>
C[N+]1(CCCCC1)CC2COC(O2)(C3=CC=CC=C3)C4=CC=CC=C4.[I-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6da10>
CCN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6da80>
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)C1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6daf0>
CO[C@]1([C@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6db60>
CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dbd0>
CC(CCC1=CC2=C(C=C1)OCO2)NN.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dc40>
CCCCNC1=CC=C(C=C1)C(=O)OCC[NH+](CC)CC.[Cl-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dcb0>
CC1=CC=CC=C1C(=O)N2CC/C(=N\OS(=O)(=O)[O-])/C3=C2C=C(C=C3)Cl.[K+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dd20>
C1CN2C(=O)[C@@H](N=C(C3=CC=CC1=C32)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dd90>
C1CN2C(=O)[C@H](N=C(C3=CC=CC1=C32)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6de00>
CC(C1=CC=C(C=C1)/C=C/2\CCCCC2=O)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6de70>
CN1[C@@H]2CC[C@H]1CC(C2)NC(=O)N3C4=CC=CC=C4NC3=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dee0>
CCCCCC1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6df50>
C1=CN(C(=N1)[N+](=O)[O-])CO[C@@H](CO)[C@@H](CO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6dfc0>
CC1=NC(=CC(=N1)OC)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e030>
CC1=NN(N=N1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e0a0>
CCC1=CC(=C2C1=CC=CC(=C2)C(C)C)S(=O)(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e110>
CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e180>
C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e1f0>
CCOC(=O)OCC/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/SC(=O)OCC.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e260>
CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e2d0>
COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e340>
CC/C=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e3b0>
CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e420>
CCN(CC)CC1=NC=CN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=CC=C3Cl.C(=C/C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e490>
C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e500>
C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)[O-].[Na+],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e570>
CC(C)(C)OC(=O)NCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e5e0>
CC(COC1=CC=CC=C1)NN,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e650>
CC1=C(C(C(=C(N1)COC(=O)N)C(=O)OC(C)C)C2=C(C(=CC=C2)Cl)Cl)C(=O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e6c0>
CC(=O)O[C@@H]1[C@H]2[C@H]([C@@H](C(=O)O2)OC(=O)C)OC1=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e730>
C1=CC(=CC(=C1)C2=C(C=CC(=C2)CCCCCCC3=CC(=C(C=C3)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C5=CC=CC(=C5)CC(=O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e7a0>
CCOC(=O)C1=CC=C(C=C1)OCCN2C[C@@H]([C@H]([C@@H]([C@H]2CO)O)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e810>
CCC(=O)O[C@H]1[C@H](C[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@@H]([C@H](C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C.[Br-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e880>
CC(C)CCOCC(CN1CCOCC1)OC(=O)C2=CC(=C(C(=C2)OC)OC)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e8f0>
CC(C)(C)NC[C@@H](C1=C(C=C(C=C1)O)Cl)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da6e960>
